"Player","Team","Pos","Matchup","Carries","Rush YDs","Rush TDs","Targets","Receptions","Rec Yds","Rec TDs","Pass Attempts","Passing YDs","Passing TDs","Interceptions","Y/A","Sacks","Fumbles Lost","Team Total"
"Dareke Young","SEA","WR","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","11.000","0.000",""
"Avery Williams","ATL","RB","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","8.000","0.000",""
"John Shenker","LVR","TE","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","7.000","0.000",""
"DeAndre Carter","CHI","WR","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","11.000","0.000",""
"Tyquan Thornton","KC","WR","@ PHI","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","0.000","0.000","25.00"
"Justyn Ross","KC","WR","@ PHI","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","0.000","0.000","25.00"
"Jalen Virgil","BUF","WR","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","0.000","0.000",""
"Tyler Boyd","TEN","WR","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","11.000","0.000",""
"Zach Davidson","BUF","TE","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","0.000","0.000",""
"KJ Hamler","BUF","WR","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","0.000","0.000",""
"Ameer Abdullah","LVR","RB","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","8.000","0.000",""
"Keaontay Ingram","KC","RB","@ PHI","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","0.000","0.000","25.00"
"C.J. Uzomah","PHI","TE","@ KC","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","0.000","0.000","23.50"
"Frank Gore Jr.","BUF","RB","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","0.000","0.000",""
"Danny Gray","PHI","WR","@ KC","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","0.000","0.000","23.50"
"Tyrion Davis-Price","PHI","RB","@ KC","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","0.000","0.000","23.50"
"Khari Blasingame","PHI","RB","@ KC","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","0.000","0.000","23.50"
"Joshua Kelley","TEN","RB","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","8.000","0.000",""
"Joshua Palmer","LAC","WR","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","11.000","0.000",""
"Britain Covey","PHI","WR","@ KC","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","0.000","0.000","23.50"
"Pierre Strong Jr.","CLE","RB","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","8.000","0.000",""
"Jerome Ford","CLE","RB","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","8.000","0.000",""
"Trey Benson","ARI","RB","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","8.000","0.000",""
"Deven Thompkins","CAR","WR","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","11.000","0.000",""
"Chase Brown","CIN","RB","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","8.000","0.000",""
"Mecole Hardman Jr.","KC","WR","@ PHI","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","0.000","0.000","25.00"
"Tyjae Spears","TEN","RB","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","8.000","0.000",""
"James Conner","ARI","RB","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","8.000","0.000",""
"Kendre Miller","NO","RB","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","8.000","0.000",""
"Jaylen Wright","MIA","RB","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","8.000","0.000",""
"Princeton Fant","DAL","TE","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","7.000","0.000",""
"Keilan Robinson","JAX","RB","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","8.000","0.000",""
"Ke'Shawn Vaughn","SF","RB","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","8.000","0.000",""
"Israel Abanikanda","SF","RB","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","8.000","0.000",""
"Chuba Hubbard","CAR","RB","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","8.000","0.000",""
"Christian Watson","GB","WR","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","11.000","0.000",""
"David Njoku","CLE","TE","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","7.000","0.000",""
"CeeDee Lamb","DAL","WR","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","11.000","0.000",""
"Blake Watson","DEN","RB","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","8.000","0.000",""
"Zaire Mitchell-Paden","BAL","TE","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","0.000","0.000",""
"Tank Dell","HOU","WR","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","0.000","0.000",""
"Ken Walker","SEA","RB","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","8.000","0.000",""
"Cedric Tillman","CLE","WR","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","11.000","0.000",""
"Cole Turner","WAS","TE","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","0.000","0.000",""
"J.J. Taylor","HOU","RB","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","0.000","0.000",""
"New GB RB","GB","RB","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","8.000","0.000",""
"Darrynton Evans","CHI","RB","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","8.000","0.000",""
"Zack Kuntz","NYJ","TE","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","7.000","0.000",""
"Sincere McCormick","LVR","RB","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","8.000","0.000",""
"Kristian Wilkerson","LVR","WR","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","11.000","0.000",""
"Alvin Kamara","NO","RB","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","8.000","0.000",""
"Nick Chubb","CLE","RB","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","8.000","0.000",""
"Joshua Cephus","JAX","WR","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","11.000","0.000",""
"Cody White","SEA","WR","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","11.000","0.000",""
"Brady Russell","SEA","TE","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","7.000","0.000",""
"David Martin-Robinson","TEN","TE","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","7.000","0.000",""
"Jack Westover","NE","TE","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","7.000","0.000",""
"Emari Demercado","ARI","RB","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","8.000","0.000",""
"Kene Nwangwu","NYJ","RB","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","8.000","0.000",""
"Evan Engram","JAX","TE","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","7.000","0.000",""
"Odell Beckham Jr.","MIA","WR","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","11.000","0.000",""
"Kadarius Toney","CLE","WR","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","11.000","0.000",""
"Trenton Irwin","CIN","WR","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","11.000","0.000",""
"Noah Brown","WAS","WR","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","0.000","0.000",""
"Tanner Conner","MIA","TE","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","7.000","0.000",""
"Kendric Pryor","CIN","WR","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","11.000","0.000",""
"Jalen Reagor","LAC","WR","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","11.000","0.000",""
"Jalen Reagor","LAC","WR","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","11.000","0.000",""
"Jonathon Brooks","CAR","RB","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","8.000","0.000",""
"Jha'Quan Jackson","TEN","WR","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","11.000","0.000",""
"Alex Bachman","LVR","WR","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","11.000","0.000",""
"Justin Shorter","LVR","TE","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","7.000","0.000",""
"Theo Johnson","NYG","TE","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","7.000","0.000",""
"DJ Turner","LVR","WR","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","11.000","0.000",""
"Ian Thomas","CAR","TE","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","7.000","0.000",""
"Robert Tonyan","MIN","TE","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","7.000","0.000",""
"Jordan Matthews","CAR","TE","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","7.000","0.000",""
"New SEA WR","SEA","WR","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","11.000","0.000",""
"Ihmir Smith-Marsette","NYG","WR","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","11.000","0.000",""
"Christian McCaffrey","SF","RB","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","8.000","0.000",""
"Jordan Mason","SF","RB","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","8.000","0.000",""
"Taysom Hill","NO","TE","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","7.000","0.000",""
"Jaelon Darden","CLE","WR","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","11.000","0.000",""
"New DET WR","DET","WR","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","0.000","0.000",""
"Laquon Treadwell","IND","RB","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","8.000","0.000",""
"Laquon Treadwell","IND","RB","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","8.000","0.000",""
"Tyler Scott","CHI","WR","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","11.000","0.000",""
"Brandon Johnson","PIT","WR","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","11.000","0.000",""
"Brandon Johnson","PIT","WR","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","11.000","0.000",""
"Jack Stoll","PHI","TE","@ KC","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","0.000","0.000","23.50"
"Andrew Beck","HOU","RB","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","0.000","0.000",""
"Zamir White","LVR","RB","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","8.000","0.000",""
"Marquez Callaway","TB","WR","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","11.000","0.000",""
"Jake Tonges","SF","TE","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","7.000","0.000",""
"Ronnie Bell","SF","WR","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","11.000","0.000",""
"Gabe Davis","JAX","WR","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","11.000","0.000",""
"Dalvin Cook","DAL","RB","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","8.000","0.000",""
"New NE WR 2","NE","WR","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","11.000","0.000",""
"Irvin Charles","NYJ","WR","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","11.000","0.000",""
"Myles Gaskin","MIN","RB","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","8.000","0.000",""
"Equanimeous St. Brown","NO","WR","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","11.000","0.000",""
"Simi Fehoko","LAC","WR","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","11.000","0.000",""
"Casey Washington","ATL","WR","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","11.000","0.000",""
"Parker Hesse","DET","TE","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","0.000","0.000",""
"Chris Olave","NO","WR","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","11.000","0.000",""
"New NYJ WR","NYJ","WR","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","11.000","0.000",""
"Charlie Jones","CIN","WR","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","11.000","0.000",""
"New CHI RB","CHI","RB","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","8.000","0.000",""
"Zack Moss","CIN","RB","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","8.000","0.000",""
"Brenden Rice","LAC","WR","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","11.000","0.000",""
"Stefon Diggs","HOU","WR","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","0.000","0.000",""
"Christian Kirk","JAX","WR","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","11.000","0.000",""
"New TEN WR","TEN","WR","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","11.000","0.000",""
"New KC RB","KC","RB","@ PHI","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","0.000","0.000","25.00"
"Dontrell Hilliard","TEN","RB","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","8.000","0.000",""
"Chris Godwin","TB","WR","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","11.000","0.000",""
"Brandon Aiyuk","SF","WR","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","11.000","0.000",""
"New DEN WR","DEN","WR","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","11.000","0.000",""
"Xavier Weaver","ARI","WR","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","11.000","0.000",""
"New HOU RB","HOU","RB","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","0.000","0.000",""
"Treylon Burks","TEN","WR","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","11.000","0.000",""
"Evan Hull","IND","RB","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","8.000","0.000",""
"Zach Pascal","ARI","WR","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","11.000","0.000",""
"Isaiah Hodgins","NYG","WR","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","11.000","0.000",""
"Dante Miller","NYG","RB","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","8.000","0.000",""
"Rashid Shaheed","NO","WR","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","11.000","0.000",""
"Bryce Ford-Wheaton","NYG","WR","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","11.000","0.000",""
"D.J. Williams","TB","RB","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","8.000","0.000",""
"Marcus Jones","NE","RB","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","8.000","0.000",""
"Tom Kennedy","DET","WR","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","0.000","0.000",""
"New SF WR","SF","WR","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","11.000","0.000",""
"Jonathan Ward","PIT","RB","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","8.000","0.000",""
"Jonathan Ward","PIT","RB","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","8.000","0.000",""
"Aaron Shampklin","PIT","RB","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","8.000","0.000",""
"Erik Ezukanma","MIA","WR","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","11.000","0.000",""
"Braxton Berrios","MIA","WR","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","11.000","0.000",""
"Chris Moore","ARI","WR","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","11.000","0.000",""
"Roman Wilson","PIT","WR","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","11.000","0.000",""
"Carlos Washington","ATL","RB","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","8.000","0.000",""
"Rashee Rice","KC","WR","@ PHI","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","0.000","0.000","25.00"
"New SF WR 2","SF","WR","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","11.000","0.000",""
"Travis Vokolek","ARI","TE","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","7.000","0.000",""
"Tyler Badie","DEN","RB","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","8.000","0.000",""
"British Brooks","HOU","RB","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","0.000","0.000",""
"Bailey Zappe","CLE","QB","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","5.000","0.000",""
"New CHI WR","CHI","WR","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","11.000","0.000",""
"MarShawn Lloyd","GB","RB","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","8.000","0.000",""
"New NE WR","NE","WR","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","11.000","0.000",""
"James Mitchell","DET","TE","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","0.000","0.000",""
"Nick Bawden","NYJ","RB","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","8.000","0.000",""
"Trishton Jackson","MIN","WR","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","11.000","0.000",""
"Daurice Fountain","DET","WR","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","0.000","0.000",""
"Byron Pringle","WAS","WR","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","0.000","0.000",""
"Brandon Allen","SF","QB","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","5.000","0.000",""
"Joshua Dobbs","SF","QB","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","5.000","0.000",""
"Owen Wright","BAL","RB","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","0.000","0.000",""
"Latavius Murray","BUF","RB","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","0.000","0.000",""
"Tyler Davis","GB","TE","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","7.000","0.000",""
"Derek Watt","PIT","RB","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","8.000","0.000",""
"Royce Freeman","DAL","RB","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","8.000","0.000",""
"Salvon Ahmed","MIA","RB","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","8.000","0.000",""
"Albert Okwuegbunam","PHI","TE","@ KC","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","0.000","0.000","23.50"
"Zach Evans","LAR","RB","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","0.000","0.000",""
"Boston Scott","LAR","RB","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","0.000","0.000",""
"New MIN RB 2","MIN","RB","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","8.000","0.000",""
"New NYJ RB 4","NYJ","RB","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","8.000","0.000",""
"Lawrence Cager","NYG","TE","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","7.000","0.000",""
"Trevor Siemian","NYJ","QB","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","5.000","0.000",""
"Brycen Hopkins","LAR","TE","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","0.000","0.000",""
"New LAR WR","LAR","WR","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","0.000","0.000",""
"Bisi Johnson","MIN","WR","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","11.000","0.000",""
"Tommy DeVito","NYG","QB","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","5.000","0.000",""
"Malik Taylor","NYJ","WR","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","11.000","0.000",""
"Willie Snead","SF","WR","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","11.000","0.000",""
"Jashaun Corbin","NYG","RB","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","8.000","0.000",""
"Cody Thompson","SEA","WR","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","11.000","0.000",""
"Jelani Woods","IND","TE","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","7.000","0.000",""
"Ty Montgomery","NE","RB","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","8.000","0.000",""
"Nick Mullens","MIN","QB","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","5.000","0.000",""
"Tejhaun Palmer","ARI","WR","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","11.000","0.000",""
"N'Keal Harry","MIN","WR","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","11.000","0.000",""
"Jeff Cotton","GB","WR","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","11.000","0.000",""
"New NYG QB","NYG","QB","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","5.000","0.000",""
"Jonathan Williams","WAS","RB","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","0.000","0.000",""
"Pooka Williams Jr.","CIN","RB","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","8.000","0.000",""
"Ty James","MIN","WR","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","11.000","0.000",""
"Wendell Smallwood","WAS","RB","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","0.000","0.000",""
"Jacoby Brissett","NE","QB","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","5.000","0.000",""
"Chase Edmonds","TB","RB","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","8.000","0.000",""
"Isaiah McKenzie","NYG","WR","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","11.000","0.000",""
"Kyler Murray","ARI","QB","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","5.000","0.000",""
"New ARI QB","ARI","QB","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","5.000","0.000",""
"Clayton Tune","ARI","QB","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","5.000","0.000",""
"Kirk Cousins","ATL","QB","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","5.000","0.000",""
"Michael Penix Jr.","ATL","QB","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","5.000","0.000",""
"New ATL QB","ATL","QB","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","5.000","0.000",""
"Jase McClellan","ATL","RB","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","8.000","0.000",""
"New ATL RB 3","ATL","RB","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","8.000","0.000",""
"Josh Ali","ATL","WR","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","11.000","0.000",""
"Austin Mack","ATL","WR","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","11.000","0.000",""
"Rondale Moore","ATL","WR","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","","11.000","0.000",""
"Lamar Jackson","BAL","QB","BYE","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","0.000","0.000",""
