"Player Name","Team","Pos","Games","PPR","1.5 TE","Half","Std","6 Pt Pass","ADP"
"Kevin Harris","NE","RB","17","0.0","0.0","0.0","0.0","0.0","116"
"Dante Miller","NYG","RB","17","0.0","0.0","0.0","0.0","0.0",""
"Jashaun Corbin","NYG","RB","17","0.0","0.0","0.0","0.0","0.0","116"
"New JAX WR 3","JAX","WR","17","0.0","0.0","0.0","0.0","0.0",""
"Sterlng Shepard","TB","WR","17","0.0","0.0","0.0","0.0","0.0",""
"Random Player","FA","WR","17","0.0","0.0","0.0","0.0","0.0",""
"Random Player","FA","WR","17","0.0","0.0","0.0","0.0","0.0",""
"Random Player","FA","RB","17","0.0","0.0","0.0","0.0","0.0",""
"Random Player","FA","RB","17","0.0","0.0","0.0","0.0","0.0",""
"Random Player","FA","RB","17","0.0","0.0","0.0","0.0","0.0",""
"Random Player","FA","RB","17","0.0","0.0","0.0","0.0","0.0",""
"Random Player","FA","RB","17","0.0","0.0","0.0","0.0","0.0",""
"Random Player","FA","RB","17","0.0","0.0","0.0","0.0","0.0",""
"Random Player","FA","RB","17","0.0","0.0","0.0","0.0","0.0",""
"Random Player","FA","QB","17","0.0","0.0","0.0","0.0","0.0",""
"Random Player","FA","QB","17","0.0","0.0","0.0","0.0","0.0",""
"Random Player","FA","RB","17","0.0","0.0","0.0","0.0","0.0",""
"Random Player","FA","RB","17","0.0","0.0","0.0","0.0","0.0",""
"Random Player","FA","RB","17","0.0","0.0","0.0","0.0","0.0",""
"Random Player","FA","RB","17","0.0","0.0","0.0","0.0","0.0",""
"Random Player","FA","WR","17","0.0","0.0","0.0","0.0","0.0",""
"Random Player","FA","RB","17","0.0","0.0","0.0","0.0","0.0",""
"Random Player","FA","WR","17","0.0","0.0","0.0","0.0","0.0",""
"Random Player","FA","RB","17","0.0","0.0","0.0","0.0","0.0",""
"Random Player","FA","WR","17","0.0","0.0","0.0","0.0","0.0",""
"Random Player","FA","RB","17","0.0","0.0","0.0","0.0","0.0",""
"Random Player","FA","WR","17","0.0","0.0","0.0","0.0","0.0",""
"Random Player","FA","WR","17","0.0","0.0","0.0","0.0","0.0",""
"Random Player","FA","RB","17","0.0","0.0","0.0","0.0","0.0",""
"Random Player","FA","WR","17","0.0","0.0","0.0","0.0","0.0",""
"Random Player","FA","WR","17","0.0","0.0","0.0","0.0","0.0",""
"Random Player","FA","WR","17","0.0","0.0","0.0","0.0","0.0",""
"Random Player","FA","RB","17","0.0","0.0","0.0","0.0","0.0",""
"Random Player","FA","RB","17","0.0","0.0","0.0","0.0","0.0",""
"Random Player","FA","RB","17","0.0","0.0","0.0","0.0","0.0",""
"Random Player","FA","RB","17","0.0","0.0","0.0","0.0","0.0",""
"Random Player","FA","WR","17","0.0","0.0","0.0","0.0","0.0",""
"Random Player","FA","WR","17","0.0","0.0","0.0","0.0","0.0",""
"Random Player","FA","TE","17","0.0","0.0","0.0","0.0","0.0",""
"Random Player","FA","RB","17","0.0","0.0","0.0","0.0","0.0",""
"Random Player","FA","WR","17","0.0","0.0","0.0","0.0","0.0",""
"Random Player","FA","TE","17","0.0","0.0","0.0","0.0","0.0",""
"Random Player","FA","RB","17","0.0","0.0","0.0","0.0","0.0",""
"Rakim Jarrett","TB","WR","17","0.0","0.0","0.0","0.0","0.0","172"
"DeAndre Carter","LVR","WR","17","0.0","0.0","0.0","0.0","0.0","172"
"Tyler Davis","GB","TE","17","0.0","0.0","0.0","0.0","0.0","66"
"Random Player","FA","WR","17","0.0","0.0","0.0","0.0","0.0",""
"Random Player","FA","WR","17","0.0","0.0","0.0","0.0","0.0",""
"Random Player","FA","RB","17","0.0","0.0","0.0","0.0","0.0",""
"Random Player","FA","TE","17","0.0","0.0","0.0","0.0","0.0",""
"Random Player","FA","WR","17","0.0","0.0","0.0","0.0","0.0",""
"Random Player","FA","WR","17","0.0","0.0","0.0","0.0","0.0",""
"Random Player","FA","TE","17","0.0","0.0","0.0","0.0","0.0",""
"Random Player","FA","WR","17","0.0","0.0","0.0","0.0","0.0",""
"Random Player","FA","TE","17","0.0","0.0","0.0","0.0","0.0",""
"Random Player","FA","RB","17","0.0","0.0","0.0","0.0","0.0",""
"Random Player","FA","RB","17","0.0","0.0","0.0","0.0","0.0",""
"Random Player","FA","WR","17","0.0","0.0","0.0","0.0","0.0",""
"Random Player","FA","QB","17","0.0","0.0","0.0","0.0","0.0",""
"Random Player","FA","WR","17","0.0","0.0","0.0","0.0","0.0",""
"Random Player","FA","RB","17","0.0","0.0","0.0","0.0","0.0",""
"Random Player","FA","WR","17","0.0","0.0","0.0","0.0","0.0",""
"Random Player","FA","TE","17","0.0","0.0","0.0","0.0","0.0",""
"Random Player","FA","TE","17","0.0","0.0","0.0","0.0","0.0",""
"Random Player","FA","WR","17","0.0","0.0","0.0","0.0","0.0",""
"Random Player","FA","QB","17","0.0","0.0","0.0","0.0","0.0",""
"Random Player","FA","RB","17","0.0","0.0","0.0","0.0","0.0",""
"Random Player","FA","WR","17","0.0","0.0","0.0","0.0","0.0",""
"New NE QB","NE","QB","17","0.0","0.0","0.0","0.0","0.0",""
"Lideatrick Griffin","LVR","WR","17","0.0","0.0","0.0","0.0","0.0",""
"Tommy DeVito","NYG","QB","17","0.0","0.0","0.0","0.0","0.0","60"
"Random Player","FA","WR","17","0.0","0.0","0.0","0.0","0.0",""
"Random Player","FA","WR","17","0.0","0.0","0.0","0.0","0.0",""
"Albert Okwuegbunam","PHI","TE","17","0.0","0.0","0.0","0.0","0.0","66"
"Devin Leary","BAL","QB","17","0.0","0.0","0.0","0.0","0.0","60"
"Random Player","FA","TE","17","0.0","0.0","0.0","0.0","0.0",""
"Kurtis Rourke","SF","QB","17","0.0","0.0","0.0","0.0","0.0","60"
"Seth Henigan","JAX","QB","17","0.0","0.0","0.0","0.0","0.0","60"
"Zach Pascal","NYG","WR","17","0.0","0.0","0.0","0.0","0.0","172"
"Lil'Jordan Humphrey","NYG","WR","17","0.0","0.0","0.0","0.0","0.0","172"
"Gardner Minshew II","LVR","QB","17","0.0","0.0","0.0","0.0","0.0","38"
"Scott Miller","PIT","WR","17","0.0","0.0","0.0","0.0","0.0","172"
"Josh Williams","TB","RB","17","0.0","0.0","0.0","0.0","0.0","116"
"Derek Watt","PIT","RB","17","0.0","0.0","0.0","0.0","0.0",""
"Jordan Travis","NYJ","QB","17","0.0","0.0","0.0","0.0","0.0","60"
"Max Brosmer","MIN","QB","17","0.0","0.0","0.0","0.0","0.0","60"
"Brett Rypien","MIN","QB","17","0.0","0.0","0.0","0.0","0.0","60"
"Ty James","MIN","WR","17","0.0","0.0","0.0","0.0","0.0",""
"Trey Lance","LAC","QB","17","0.0","0.0","0.0","0.0","0.0","60"
"Raheem Blackshear","CAR","RB","17","0.0","0.0","0.0","0.0","0.0","116"
"Frank Gore Jr.","BUF","RB","17","0.0","0.0","0.0","0.0","0.0",""
"Hunter Luepke","DAL","RB","17","0.0","0.0","0.0","0.0","0.0","116"
"Nikko Remigio","KC","WR","17","0.0","0.0","0.0","0.0","0.0","172"
"New SF RB","SF","RB","17","0.0","0.0","0.0","0.0","0.0",""
"Jelani Woods","IND","TE","17","0.0","0.0","0.0","0.0","0.0","66"
"New MIA TE 2","MIA","TE","17","0.0","0.0","0.0","0.0","0.0",""
"Peyton Hendershot","KC","TE","17","0.0","0.0","0.0","0.0","0.0","66"
"New KC WR","KC","WR","17","0.0","0.0","0.0","0.0","0.0",""
"Britain Covey","PHI","WR","17","0.0","0.0","0.0","0.0","0.0","172"
"Tanner McLachlan","CIN","TE","17","0.0","0.0","0.0","0.0","0.0","66"
"Mitchell Wilcox","NE","TE","17","0.0","0.0","0.0","0.0","0.0","66"
"Jermar Jefferson","DET","RB","17","0.0","0.0","0.0","0.0","0.0","116"
"Ty Montgomery","NE","RB","17","0.0","0.0","0.0","0.0","0.0","172"
"New DEN QB","DEN","QB","17","0.0","0.0","0.0","0.0","0.0",""
"Anthony McFarland Jr.","PIT","RB","17","0.0","0.0","0.0","0.0","0.0",""
"Tru Edwards","LAR","WR","17","0.0","0.0","0.0","0.0","0.0","172"
"Brycen Hopkins","LAR","TE","17","0.0","0.0","0.0","0.0","0.0","66"
"Trishton Jackson","MIN","WR","17","0.0","0.0","0.0","0.0","0.0","172"
"Ronnie Bell","SF","WR","17","0.0","0.0","0.0","0.0","0.0","172"
"Hal Presley","BUF","WR","17","0.0","0.0","0.0","0.0","0.0","172"
"DeeJay Dallas","ARI","RB","17","0.0","0.0","0.0","0.0","0.0","116"
"Anthony Schwartz","MIA","WR","17","0.0","0.0","0.0","0.0","0.0","172"
"Tim Jones","JAX","WR","17","0.0","0.0","0.0","0.0","0.0","172"
"Jake Briningstool","KC","TE","17","0.0","0.0","0.0","0.0","0.0","66"
"Jordan Moore","CIN","WR","17","0.0","0.0","0.0","0.0","0.0","172"
"Chris Conley","SF","WR","17","0.0","0.0","0.0","0.0","0.0","172"
"James Proche","CLE","WR","17","0.0","0.0","0.0","0.0","0.0","172"
"Tyrion Davis-Price","SF","RB","17","0.0","0.0","0.0","0.0","0.0","116"
"Danny Gray","SF","WR","17","0.0","0.0","0.0","0.0","0.0","172"
"Carson Wentz","LAR","QB","17","0.0","0.0","0.0","0.0","0.0","60"
"Jeff Driskel","WAS","QB","17","0.0","0.0","0.0","0.0","0.0","60"
"Trevor Siemian","NYJ","QB","17","0.0","0.0","0.0","0.0","0.0","38"
"New TEN QB 2","TEN","QB","17","0.0","0.0","0.0","0.0","0.0",""
"New NYJ RB 4","NYJ","RB","17","0.0","0.0","0.0","0.0","0.0",""
"Cody Thompson","SEA","WR","17","0.0","0.0","0.0","0.0","0.0","172"
"Jonathan Williams","WAS","RB","17","0.0","0.0","0.0","0.0","0.0",""
"Jacoby Brissett","ARI","QB","17","0.0","0.0","0.0","0.0","0.0","60"
"Nick Boyle","BAL","TE","17","0.0","0.0","0.0","0.0","0.0","66"
"New ATL QB","ATL","QB","17","0.0","0.0","0.0","0.0","0.0",""
"Matt Barkley","BUF","QB","17","0.0","0.0","0.0","0.0","0.0","60"
"Reggie Gilliam","BUF","TE","17","0.0","0.0","0.0","0.0","0.0","116"
"Matt Corral","CAR","QB","17","0.0","0.0","0.0","0.0","0.0","60"
"Reid Sinnett","CIN","QB","17","0.0","0.0","0.0","0.0","0.0","60"
"Stanley Morgan","CIN","WR","17","0.0","0.0","0.0","0.0","0.0","172"
"Sean McKeon","DAL","TE","17","0.0","0.0","0.0","0.0","0.0","66"
"Teddy Bridgewater","DET","QB","17","0.0","0.0","0.0","0.0","0.0","60"
"Jason Cabinda","DET","RB","17","0.0","0.0","0.0","0.0","0.0","116"
"Anthony Firkser","DET","TE","17","0.0","0.0","0.0","0.0","0.0","66"
"New DET TE","DET","TE","17","0.0","0.0","0.0","0.0","0.0",""
"Michael Pratt","GB","QB","17","0.0","0.0","0.0","0.0","0.0","60"
"Mecole Hardman Jr.","GB","WR","17","0.0","0.0","0.0","0.0","0.0","135"
"New GB TE","GB","TE","17","0.0","0.0","0.0","0.0","0.0",""
"Ben Sims","GB","TE","17","0.0","0.0","0.0","0.0","0.0","66"
"New GB TE 2","GB","TE","17","0.0","0.0","0.0","0.0","0.0",""
"Case Keenum","HOU","QB","17","0.0","0.0","0.0","0.0","0.0","60"
"Tyler Kahmann","IND","WR","17","0.0","0.0","0.0","0.0","0.0","172"
"Chris Manhertz","JAX","TE","17","0.0","0.0","0.0","0.0","0.0","66"
"Shane Buechele","KC","QB","17","0.0","0.0","0.0","0.0","0.0","60"
"Stetson Bennett","LAR","QB","17","0.0","0.0","0.0","0.0","0.0","60"
"Boston Scott","LAR","RB","17","0.0","0.0","0.0","0.0","0.0","116"
"Austin Trammell","LAR","WR","17","0.0","0.0","0.0","0.0","0.0","172"
"Nick Bawden","NYJ","RB","17","0.0","0.0","0.0","0.0","0.0",""
"Donovan Edwards","NYJ","RB","17","0.0","0.0","0.0","0.0","0.0","116"
"Montrell Johnson Jr.","PHI","RB","17","0.0","0.0","0.0","0.0","0.0","116"
"Noah Togiai","PHI","TE","17","0.0","0.0","0.0","0.0","0.0","66"
"Zach Gentry","PIT","TE","17","0.0","0.0","0.0","0.0","0.0","66"
"Rodney Williams","PIT","TE","17","0.0","0.0","0.0","0.0","0.0",""
"Random Person","SEA","RB","17","0.0","0.0","0.0","0.0","0.0",""
"Random Person","SEA","RB","17","0.0","0.0","0.0","0.0","0.0",""
"Laquon Treadwell","SEA","WR","17","0.0","0.0","0.0","0.0","0.0","172"
"Wendell Smallwood","WAS","RB","17","0.0","0.0","0.0","0.0","0.0",""
"Marcus Kemp","WAS","WR","17","0.0","0.0","0.0","0.0","0.0",""
"Curtis Hodges","WAS","TE","17","0.0","0.0","0.0","0.0","0.0","66"
